id;no_need;name;abbreviated_name;is_abbreviated;position;n_honor;is_department;year;ministry;royal_honor
2390;C a r l Röm er B e c k;Carl Römer Beck;C. R. Beck;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2391;R asm u s M athias D e i n;Rasmus Mathias Dein;R. M. Dein;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2392;Jo h an Peter M ö l l e r;Johan Peter Möller;J. P. Möller;FALSE;fuldmægtig;1;TRUE;1876;finansministeriet;TRUE
2393;I . A . H a s s e lb e r g;I. A. Hasselberg;I. A. Hasselberg;TRUE;kontorchef;1;TRUE;1876;finansministeriet;TRUE
2394;A re l Harald B a ld u in A n d e r s e n ,;Arel Harald Balduin Andersen;A. H. B. Andersen;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2395;P . A . O le s e n;P. A. Olesen;P. A. Olesen;TRUE;kontorchef;1;TRUE;1876;finansministeriet;TRUE
2396;Henrik Christian H a l k i e r;Henrik Christian Halkier;H. C. Halkier;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2397;Frederik' Christian L e b e;Frederik Christian Lebe;F. C. Lebe;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2398;Christian Frederik S t u b ,;Christian Frederik Stub;C. F. Stub;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2399;H . C . E r ic h s e n;H. C. Erichsen;H. C. Erichsen;TRUE;kontorchef;3;TRUE;1876;finansministeriet;TRUE
2400;E . T . I . S c h ie r n;E. T. I. Schiern;E. T. I. Schiern;TRUE;departementschef;4;TRUE;1876;finansministeriet;TRUE
2401;P o u l Georg A n d ro e;Poul Georg Androe;P. G. Androe;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2402;A rel Otto Georg T u r v c e r d ,;Arel Otto Georg Turvcerd;A. O. G. Turvcerd;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2403;Michael Johannes V ilhe lm F u n c h;Michael Johannes Vilhelm Funch;M. J. V. Funch;FALSE;kontorchef;0;TRUE;1876;finansministeriet;FALSE
2404;Eggert Constans Greve K n u t h;Eggert Constans Greve Knuth;E. C. G. Knuth;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2405;N ie ls Christian K o e f o e d;Niels Christian Koefoed;N. C. Koefoed;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2406;Christian L u n d;Christian Lund;C. Lund;FALSE;kontorchef;0;TRUE;1876;finansministeriet;FALSE
2407;So p h u s V e d e l;Sophus Vedel;S. Vedel;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2408;Peter N ico la i W i t h;Peter Nicolai With;P. N. With;FALSE;kontorchef;0;TRUE;1876;finansministeriet;FALSE
2409;C a r l V ilh e lm B o je s e n;Carl Vilhelm Bojesen;C. V. Bojesen;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2410;Christian Effild Theodor H a n s e n;Christian Effild Theodor Hansen;C. E. T. Hansen;FALSE;kontorchef;0;TRUE;1876;finansministeriet;FALSE
2411;C. A . C a ro c;C. A. Caroc;C. A. Caroc;TRUE;departementschef;1;TRUE;1876;finansministeriet;TRUE
2412;Poul Mwus,;Poul Mwus;P. Mwus;FALSE;fuldmægtig;0;TRUE;1935;arbejds_og_socialministeriet;FALSE
2413;Ib Hoick Schaldemose;Ib Hoick Schaldemose;I. H. Schaldemose;FALSE;fuldmægtig;0;TRUE;1935;arbejds_og_socialministeriet;FALSE
2414;P. Pyyd;P. Pyyd;P. Pyyd;TRUE;kontorchef;1;TRUE;1935;arbejds_og_socialministeriet;TRUE
2415;Erik Leuning;Erik Leuning;E. Leuning;FALSE;fuldmægtig;1;TRUE;1935;arbejds_og_socialministeriet;TRUE
2416;HansEgede Glahn;Hans Egede Glahn;H. E. Glahn;FALSE;fuldmægtig;0;TRUE;1935;arbejds_og_socialministeriet;FALSE
2417;O. S. D.Fenger;O. S. D. Fenger;O. S. D. Fenger;TRUE;kontorchef;2;TRUE;1935;arbejds_og_socialministeriet;TRUE
2418;Hans Bertram, Sommer-Andersen;Hans Bertram Sommer-Andersen;H. B. Sommer-Andersen;FALSE;fuldmægtig;0;TRUE;1935;arbejds_og_socialministeriet;FALSE
2419;Hans Madsen Nikolaus Egedorf,;Hans Madsen Nikolaus Egedorf;H. M. N. Egedorf;FALSE;fuldmægtig;0;TRUE;1935;arbejds_og_socialministeriet;FALSE
2420;F.D. C.Greve Reventlow;F. D. C. Greve Reventlow;F. D. C. G. Reventlow;TRUE;kontorchef;1;TRUE;1935;arbejds_og_socialministeriet;TRUE
2421;Axel Gîtldager Petersen;Axel Giltldager Petersen;A. G. Petersen;FALSE;fuldmægtig;0;TRUE;1935;arbejds_og_socialministeriet;FALSE
2422;Karl Anders Hansen;Karl Anders Hansen;K. A. Hansen;FALSE;fuldmægtig;0;TRUE;1935;arbejds_og_socialministeriet;FALSE
2423;Knud Friis Jespersen;Knud Friis Jespersen;K. F. Jespersen;FALSE;fuldmægtig;1;TRUE;1935;arbejds_og_socialministeriet;TRUE
2424;G. Bardenfleth;G. Bardenfleth;G. Bardenfleth;TRUE;kontorchef;1;TRUE;1935;arbejds_og_socialministeriet;TRUE
2425;H. S. de Jonquières;H. S. de Jonquières;H. S. d. Jonquières;TRUE;departementschef;1;TRUE;1935;arbejds_og_socialministeriet;TRUE
2426;Andreas Frederik A s m u s s e n;Andreas Frederik Asmussen;A. F. Asmussen;FALSE;fuldmægtig;0;TRUE;1880;kultusministeriet;FALSE
2427;C . F . S c h w a r t z k o p f;C. F. Schwartzkopf;C. F. Schwartzkopf;TRUE;kontorchef;1;TRUE;1880;kultusministeriet;TRUE
2428;H an s Christian M atthias K raru p O l l g a a r d;Hans Christian Matthias Krarup Ollgaard;H. C. M. K. Ollgaard;FALSE;fuldmægtig;0;TRUE;1880;kultusministeriet;FALSE
2429;F . C . B r u u n;F. C. Bruun;F. C. Bruun;TRUE;kontorchef;1;TRUE;1880;kultusministeriet;TRUE
2430;Gotfred B u r m a n - B e c k e r ,;Gotfred Burman-Becker;G. Burman-Becker;FALSE;fuldmægtig;0;TRUE;1880;kultusministeriet;FALSE
2431;Je n s Stephan Vilhelm W e r la u f f .;Jens Stephan Vilhelm Werlauff;J. S. V. Werlauff;FALSE;fuldmægtig;0;TRUE;1880;kultusministeriet;FALSE
2432;I . A . F . de J o n q u i ö r e s;I. A. F. de Jonquiöres;I. A. F. d. Jonquiöres;TRUE;kontorchef;1;TRUE;1880;kultusministeriet;TRUE
2433;A . C . P . L in d e;A. C. P. Linde;A. C. P. Linde;TRUE;departementschef;2;TRUE;1880;kultusministeriet;TRUE
2434;C. A. Møller;C. A. Møller;C. A. Møller;TRUE;fuldmægtig;0;TRUE;1921;kultusministeriet;FALSE
2435;Cai Ditlev Hegermann-Lindencrone;Cai Ditlev Hegermann-Lindencrone;C. D. Hegermann-Lindencrone;FALSE;fuldmægtig;2;TRUE;1921;kultusministeriet;TRUE
2436;a//e Immanuel Tang Barfod;Ave Immanuel Tang Barfod;A. I. T. Barfod;FALSE;fuldmægtig;0;TRUE;1921;kultusministeriet;FALSE
2437;K Glahn;K. Glahn;K. Glahn;TRUE;kontorchef;1;TRUE;1921;kultusministeriet;TRUE
2438;A. P. Weis;A. P. Weis;A. P. Weis;TRUE;departementschef;1;TRUE;1921;kultusministeriet;TRUE
2439;O. S. D. Fenger;O. S. D. Fenger;O. S. D. Fenger;TRUE;fuldmægtig;1;TRUE;1921;kultusministeriet;TRUE
2440;Einer Koch, Chef;Einer Koch Chef;E. K. Chef;FALSE;kontorchef;0;TRUE;1921;kultusministeriet;FALSE
2441;Kai Paludan-Müller;Kai Paludan-Müller;K. Paludan-Müller;FALSE;fuldmægtig;0;TRUE;1921;kultusministeriet;FALSE
2442;Harald Hastrup;Harald Hastrup;H. Hastrup;FALSE;fuldmægtig;0;TRUE;1921;kultusministeriet;FALSE
2443;C. F. A. H. Graae;C. F. A. H. Graae;C. F. A. H. Graae;TRUE;kontorchef;1;TRUE;1921;kultusministeriet;TRUE
2444;V. Aagesen;V. Aagesen;V. Aagesen;TRUE;departementschef;1;TRUE;1921;kultusministeriet;TRUE
2445;Johan Hallgrimur Olivarvus;Johan Hallgrimur Olivarvus;J. H. Olivarvus;FALSE;fuldmægtig;0;TRUE;1912;indenrigsministeriet;FALSE
2446;V. R. Haarløv;V. R. Haarløv;V. R. Haarløv;TRUE;fuldmægtig;1;TRUE;1912;indenrigsministeriet;TRUE
2447;Frederik Martensen-Larsen;Frederik Martensen-Larsen;F. Martensen-Larsen;FALSE;fuldmægtig;0;TRUE;1912;indenrigsministeriet;FALSE
2448;W. H. T. Oxholm;W. H. T. Oxholm;W. H. T. Oxholm;TRUE;kontorchef;1;TRUE;1912;indenrigsministeriet;TRUE
2449;H. A. S. Vedel;H. A. S. Vedel;H. A. S. Vedel;TRUE;departementschef;1;TRUE;1912;indenrigsministeriet;TRUE
2450;Jo h a n Christopher Henrik S e y d e w it z ,;Johan Christopher Henrik Seydewitz;J. C. H. Seydewitz;FALSE;fuldmægtig;0;TRUE;1861;kultusministeriet;FALSE
2451;F . C . B r u u n;F. C. Bruun;F. C. Bruun;TRUE;kontorchef;1;TRUE;1861;kultusministeriet;TRUE
2452;K . H . W it h;K. H. With;K. H. With;TRUE;departementschef;1;TRUE;1861;kultusministeriet;TRUE
2453;H an s Christian Ludvig B r e d b e r g;Hans Christian Ludvig Bredberg;H. C. L. Bredberg;FALSE;fuldmægtig;0;TRUE;1861;kultusministeriet;FALSE
2454;A . K . B a n g;A. K. Bang;A. K. Bang;TRUE;kontorchef;1;TRUE;1861;kultusministeriet;TRUE
2455;Christian Peter S c h i o n n i n g;Christian Peter Schionning;C. P. Schionning;FALSE;fuldmægtig;0;TRUE;1861;kultusministeriet;FALSE
2456;C . F . S c h w a r t z k o p f;C. F. Schwartzkopf;C. F. Schwartzkopf;TRUE;kontorchef;1;TRUE;1861;kultusministeriet;TRUE
2457;A . C . P . L i n d e;A. C. P. Linde;A. C. P. Linde;TRUE;departementschef;1;TRUE;1861;kultusministeriet;TRUE
2458;Chnstran K o b k e;Christian Kobke;C. Kobke;FALSE;fuldmægtig;0;TRUE;1861;kultusministeriet;FALSE
2459;Je n s Stephan W ilhelm W - r l a u f f ,;Jens Stephan Wilhelm Werlauff;J. S. W. Werlauff;FALSE;fuldmægtig;0;TRUE;1861;kultusministeriet;FALSE
2460;I . A . F . de J o n q u i ^ r e s;I. A. F. de Jonquières;I. A. F. d. Jonquières;TRUE;kontorchef;1;TRUE;1861;kultusministeriet;TRUE
2461;C . M . W e i s;C. M. Weis;C. M. Weis;TRUE;departementschef;1;TRUE;1861;kultusministeriet;TRUE
2462;Harald Valdemar Linnemann;Harald Valdemar Linnemann;H. V. Linnemann;FALSE;fuldmægtig;0;TRUE;1901;indenrigsministeriet;FALSE
2463;Giøde Giødesen,;Giøde Giødesen;G. Giødesen;FALSE;fuldmægtig;0;TRUE;1901;indenrigsministeriet;FALSE
2464;Christian Emil Anker Ammentorp;Christian Emil Anker Ammentorp;C. E. A. Ammentorp;FALSE;fuldmægtig;0;TRUE;1901;indenrigsministeriet;FALSE
2465;P.F.Schou;P. F. Schou;P. F. Schou;TRUE;kontorchef;1;TRUE;1901;indenrigsministeriet;TRUE
2466;N. M. A. Krieger;N. M. A. Krieger;N. M. A. Krieger;TRUE;departementschef;2;TRUE;1901;indenrigsministeriet;TRUE
2467;Frederik Christian Sophus Greve Danneskjold-Samøsøe;Frederik Christian Sophus Greve Danneskjold-Samøsøe;F. C. S. G. Danneskjold-Samøsøe;FALSE;fuldmægtig;0;TRUE;1917;landbrugsministeriet;FALSE
2468;Carl William Søren Ivar Jensen;Carl William Søren Ivar Jensen;C. W. S. I. Jensen;FALSE;fuldmægtig;0;TRUE;1917;landbrugsministeriet;FALSE
2469;P. L. H. Jørgensen;P. L. H. Jørgensen;P. L. H. Jørgensen;TRUE;fuldmægtig;1;TRUE;1917;landbrugsministeriet;TRUE
2470;W. G. D. F. Ricther;W. G. D. F. Ricther;W. G. D. F. Ricther;TRUE;kontorchef;1;TRUE;1917;landbrugsministeriet;TRUE
2471;Jens Sørensen;Jens Sørensen;J. Sørensen;FALSE;fuldmægtig;0;TRUE;1917;landbrugsministeriet;FALSE
2472;Chr. Budtz Hald;Chr. Budtz Hald;Chr. B. Hald;TRUE;fuldmægtig;0;TRUE;1917;landbrugsministeriet;FALSE
2473;J. C. Pries;J. C. Pries;J. C. Pries;TRUE;kontorchef;1;TRUE;1917;landbrugsministeriet;TRUE
2474;V. Helsted;V. Helsted;V. Helsted;TRUE;fuldmægtig;0;TRUE;1917;landbrugsministeriet;FALSE
2475;Julius Washington Wilcke;Julius Washington Wilcke;J. W. Wilcke;FALSE;fuldmægtig;0;TRUE;1917;landbrugsministeriet;FALSE
2476;Georg Holder Waage;Georg Holder Waage;G. H. Waage;FALSE;fuldmægtig;0;TRUE;1917;landbrugsministeriet;FALSE
2477;L. P. Larsen;L. P. Larsen;L. P. Larsen;TRUE;fuldmægtig;1;TRUE;1917;landbrugsministeriet;TRUE
2478;H. C. O. Gram;H. C. O. Gram;H. C. O. Gram;TRUE;kontorchef;1;TRUE;1917;landbrugsministeriet;TRUE
2479;L. E. Wulff;L. E. Wulff;L. E. Wulff;TRUE;departementschef;1;TRUE;1917;landbrugsministeriet;TRUE
2480;Henrik Waldemar S k ib s t e d;Henrik Waldemar Skibsted;H. W. Skibsted;FALSE;fuldmægtig;0;TRUE;1866;kultusministeriet;FALSE
2481;F . C . B r u u n;F. C. Bruun;F. C. Bruun;TRUE;kontorchef;1;TRUE;1866;kultusministeriet;TRUE
2482;H an s Christian Ludvig B r e d b e r g;Hans Christian Ludvig Bredberg;H. C. L. Bredberg;FALSE;fuldmægtig;0;TRUE;1866;kultusministeriet;FALSE
2483;A . K . B a n g;A. K. Bang;A. K. Bang;TRUE;kontorchef;1;TRUE;1866;kultusministeriet;TRUE
2484;Christian Peter S c h i o n n i n g;Christian Peter Schionning;C. P. Schionning;FALSE;fuldmægtig;0;TRUE;1866;kultusministeriet;FALSE
2485;C . F . S c h w a r t z k o p f;C. F. Schwartzkopf;C. F. Schwartzkopf;TRUE;kontorchef;1;TRUE;1866;kultusministeriet;TRUE
2486;A . C . P . L in d e;A. C. P. Linde;A. C. P. Linde;TRUE;departementschef;1;TRUE;1866;kultusministeriet;TRUE
2487;C a r l Frederik Wilhelm M athildus Rosenberg;Carl Frederik Wilhelm Mathildus Rosenberg;C. F. W. M. Rosenberg;FALSE;fuldmægtig;0;TRUE;1866;kultusministeriet;FALSE
2488;Je n s Stephan Wilhelm W e r l a u fs .;Jens Stephan Wilhelm Werlauff;J. S. W. Werlauff;FALSE;fuldmægtig;0;TRUE;1866;kultusministeriet;FALSE
2489;I . A . F . de J o n q u i 6 r e s;I. A. F. de Jonquières;I. A. F. d. Jonquières;TRUE;kontorchef;1;TRUE;1866;kultusministeriet;TRUE
2490;C . M . W e i s;C. M. Weis;C. M. Weis;TRUE;departementschef;1;TRUE;1866;kultusministeriet;TRUE
2491;Andreas Detlefsen;Andreas Detlefsen;A. Detlefsen;FALSE;fuldmægtig;0;TRUE;1931;kirkeministeriet;FALSE
2492;S.A.R. Buchwald;S. A. R. Buchwald;S. A. R. Buchwald;TRUE;kontorchef;1;TRUE;1931;kirkeministeriet;TRUE
2493;Søren Holger Alfred Brøndum;Søren Holger Alfred Brøndum;S. H. A. Brøndum;FALSE;fuldmægtig;0;TRUE;1931;kirkeministeriet;FALSE
2494;L. C. Petersen;L. C. Petersen;L. C. Petersen;TRUE;fuldmægtig;1;TRUE;1931;kirkeministeriet;TRUE
2495;Jacob Theodor Reimer Thomsen;Jacob Theodor Reimer Thomsen;J. T. R. Thomsen;FALSE;fuldmægtig;0;TRUE;1931;kirkeministeriet;FALSE
2496;Harald Hastrup;Harald Hastrup;H. Hastrup;FALSE;kontorchef;0;TRUE;1931;kirkeministeriet;FALSE
2497;V. K Holbøll;V. K. Holbøll;V. K. Holbøll;TRUE;departementschef;1;TRUE;1931;kirkeministeriet;TRUE
2498;Hans Hendrik Hansen;Hans Hendrik Hansen;H. H. Hansen;FALSE;kontorchef;0;TRUE;1909;justitsministeriet;FALSE
2499;Asgar Haakon Tan;Asgar Haakon Tan;A. H. Tan;FALSE;fuldmægtig;0;TRUE;1909;justitsministeriet;FALSE
2500;Poul Johan Hansen,;Poul Johan Hansen;P. J. Hansen;FALSE;fuldmægtig;0;TRUE;1909;justitsministeriet;FALSE
2501;P. N. Rentzmann;P. N. Rentzmann;P. N. Rentzmann;TRUE;kontorchef;1;TRUE;1909;justitsministeriet;TRUE
2502;Carl David Gotfred Pump;Carl David Gotfred Pump;C. D. G. Pump;FALSE;fuldmægtig;0;TRUE;1909;justitsministeriet;FALSE
2503;Erik Troll;Erik Troll;E. Troll;FALSE;fuldmægtig;0;TRUE;1909;justitsministeriet;FALSE
2504;Frederik Adolf Manicus-Hansen;Frederik Adolf Manicus-Hansen;F. A. Manicus-Hansen;FALSE;fuldmægtig;0;TRUE;1909;justitsministeriet;FALSE
2505;V. J. Rønnenkamp-Holst;V. J. Rønnenkamp-Holst;V. J. Rønnenkamp-Holst;TRUE;kontorchef;1;TRUE;1909;justitsministeriet;TRUE
2506;M. P. Friis;M. P. Friis;M. P. Friis;TRUE;departementschef;2;TRUE;1909;justitsministeriet;TRUE
2507;Paul Johannes Motived,;Paul Johannes Motived;P. J. Motived;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2508;Laurits Georg Godskesen;Laurits Georg Godskesen;L. G. Godskesen;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2509;Adolph Martin Bruun;Adolph Martin Bruun;A. M. Bruun;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2510;Peder Ærsøe;Peder Ærsøe;P. Ærsøe;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2511;Johan Fritz Vilhelm Starck;Johan Fritz Vilhelm Starck;J. F. V. Starck;FALSE;kontorchef;0;FALSE;1935;finansministeriet;FALSE
2512;Terman Nikolaj Windfeid;Terman Nikolaj Windfeid;T. N. Windfeid;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2513;Eduard Frantz Julius Voss,;Eduard Frantz Julius Voss;E. F. J. Voss;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2514;Andreas Christian Jark;Andreas Christian Jark;A. C. Jark;FALSE;kontorchef;0;FALSE;1935;finansministeriet;FALSE
2515;Aage Julius Løffler;Aage Julius Løffler;A. J. Løffler;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2516;Carsten Emil Jørgensen;Carsten Emil Jørgensen;C. E. Jørgensen;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2517;Arnold Bruun Saabye,;Arnold Bruun Saabye;A. B. Saabye;FALSE;kontorchef;0;FALSE;1935;finansministeriet;FALSE
2518;Eiler Haar Hammer,;Eiler Haar Hammer;E. H. Hammer;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2519;Edvard Jens Christian Spore,;Edvard Jens Christian Spore;E. J. C. Spore;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2520;Herman Adolph Caspar Traulsen,;Herman Adolph Caspar Traulsen;H. A. C. Traulsen;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2521;O. Godske-Nielsen.;O. Godske-Nielsen;O. Godske-Nielsen;TRUE;kontorchef;2;FALSE;1935;finansministeriet;TRUE
2522;Henry Gotfred Warming Boisen,;Henry Gotfred Warming Boisen;H. G. W. Boisen;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2523;Knud Piesner Jacobsen;Knud Piesner Jacobsen;K. P. Jacobsen;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2524;A. Sahlertz ;A. Sahlertz;A. Sahlertz;TRUE;fuldmægtig;1;FALSE;1935;finansministeriet;TRUE
2525;M. Viale ;M. Viale;M. Viale;TRUE;kontorchef;1;FALSE;1935;finansministeriet;TRUE
2526;Anker Arley,;Anker Arley;A. Arley;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2527;Just Aage Muller;Just Aage Muller;J. A. Muller;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2528;Emil Alfred Meye;Emil Alfred Meye;E. A. Meye;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2529;H. T. Brendstrup;H. T. Brendstrup;H. T. Brendstrup;TRUE;kontorchef;1;FALSE;1935;finansministeriet;TRUE
2530;Nikolaj Kristian Hertel Wulff,;Nikolaj Kristian Hertel Wulff;N. K. H. Wulff;FALSE;departementschef;0;FALSE;1935;finansministeriet;FALSE
2531;Hans Henrik Carl Kühl,;Hans Henrik Carl Kühl;H. H. C. Kühl;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2532;Holger Soele,;Holger Soele;H. Soele;FALSE;kontorchef;0;FALSE;1935;finansministeriet;FALSE
2533;Ida Fridericia;Ida Fridericia;I. Fridericia;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2534;Edgar CollinLembourn;Edgar Collin Lembourn;E. C. Lembourn;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2535;H. Købke;H. Købke;H. Købke;TRUE;kontorchef;1;FALSE;1935;finansministeriet;TRUE
2536;Knudaage Riisager;Knudaage Riisager;K. Riisager;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2537;Herman Andreas Mollerup,;Herman Andreas Mollerup;H. A. Mollerup;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2538;Peder Christian Hansen;Peder Christian Hansen;P. C. Hansen;FALSE;kontorchef;0;FALSE;1935;finansministeriet;FALSE
2539;Harald Høst,;Harald Høst;H. Høst;FALSE;departementschef;0;FALSE;1935;finansministeriet;FALSE
2540;Sigurd Madsen Plovgaard,;Sigurd Madsen Plovgaard;S. M. Plovgaard;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2541;Gunnar Müller;Gunnar Müller;G. Müller;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2542;Rudolph Erik Weitemeyer,;Rudolph Erik Weitemeyer;R. E. Weitemeyer;FALSE;kontorchef;0;FALSE;1935;finansministeriet;FALSE
2543;Arne Asbjørn Eken;Arne Asbjørn Eken;A. A. Eken;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2544;Einar Carl Theodor Sundstrøm;Einar Carl Theodor Sundstrøm;E. C. T. Sundstrøm;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2545;Ingeborg Boserup,;Ingeborg Boserup;I. Boserup;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2546;PeterVictor Axel Feilberg,;Peter Victor Axel Feilberg;P. V. A. Feilberg;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2547;J. G. E. Kolb;J. G. E. Kolb;J. G. E. Kolb;TRUE;kontorchef;1;FALSE;1935;finansministeriet;TRUE
2548;J. N. J, Løn;J. N. J. Løn;J. N. J. Løn;TRUE;departementschef;1;FALSE;1935;finansministeriet;TRUE
2549;Kaj Burman Bruun;Kaj Burman Bruun;K. B. Bruun;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2550;Hans Jørgen Sivane;Hans Jørgen Sivane;H. J. Sivane;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2551;A. Lund;A. Lund;A. Lund;TRUE;kontorchef;1;FALSE;1935;finansministeriet;TRUE
2552;William Gerhardt-Hansen;William Gerhardt-Hansen;W. Gerhardt-Hansen;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2553;Kaj Albeck,;Kaj Albeck;K. Albeck;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2554;Arild Falk-Jensen;Arild Falk-Jensen;A. Falk-Jensen;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2555;M. H.Wilhjelm;M. H. Wilhjelm;M. H. Wilhjelm;TRUE;kontorchef;1;FALSE;1935;finansministeriet;TRUE
2556;inar Ferdinand Haaber Bernth;Einar Ferdinand Haaber Bernth;E. F. H. Bernth;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2557;Frederik Vilhelm Treschow Helland;Frederik Vilhelm Treschow Helland;F. V. T. Helland;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2558;Albert Sønderup Thrane;Albert Sønderup Thrane;A. S. Thrane;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
2559;S. Grubbe-Gregersen;S. Grubbe-Gregersen;S. Grubbe-Gregersen;TRUE;kontorchef;1;FALSE;1935;finansministeriet;TRUE
2560;H. A. Olsen;H. A. Olsen;H. A. Olsen;TRUE;departementschef;1;FALSE;1935;finansministeriet;TRUE
2561;Viggo Sørensen;Viggo Sørensen;V. Sørensen;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2562;Herluf Meilsøe Rahbek,;Herluf Meilsøe Rahbek;H. M. Rahbek;FALSE;kontorchef;0;TRUE;1935;finansministeriet;FALSE
2563;Hans Peter Bonde,;Hans Peter Bonde;H. P. Bonde;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2564;Johannes Raun Byberg;Johannes Raun Byberg;J. R. Byberg;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2565;E. Mango;E. Mango;E. Mango;TRUE;kontorchef;1;TRUE;1935;finansministeriet;TRUE
2566;Benny Knud Levin;Benny Knud Levin;B. K. Levin;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2567;Sven Peter Hiort-Lorenzen;Sven Peter Hiort-Lorenzen;S. P. Hiort-Lorenzen;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2568;Kay Ulrich;Kay Ulrich;K. Ulrich;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2569;C. F. V. S, Nyholm;C. F. V. S. Nyholm;C. F. V. S. Nyholm;TRUE;kontorchef;1;TRUE;1935;finansministeriet;TRUE
2570;Hans Frederik Larsen;Hans Frederik Larsen;H. F. Larsen;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2571;Harald Theodor Nielsen;Harald Theodor Nielsen;H. T. Nielsen;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2572;Eggert Balthazar-Christensen;Eggert Balthazar-Christensen;E. Balthazar-Christensen;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2573;O. 7. Nielsen;O. V. Nielsen;O. V. Nielsen;TRUE;kontorchef;1;TRUE;1935;finansministeriet;TRUE
2574;Detlef Thomsen;Detlef Thomsen;D. Thomsen;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2575;Christian Ulrich Mortensen;Christian Ulrich Mortensen;C. U. Mortensen;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2576;Kaj Erik Marius Huusom;Kaj Erik Marius Huusom;K. E. M. Huusom;FALSE;fuldmægtig;0;TRUE;1935;finansministeriet;FALSE
2577;Kaj Erik Marius Huusom;Kaj Erik Marius Huusom;K. E. M. Huusom;FALSE;fuldmægtig;0;FALSE;1935;finansministeriet;FALSE
