id;no_need;name;abbreviated_name;is_abbreviated;position;n_honor;is_department;year;ministry;royal_honor
6276;Carl Christian Dideriksen;Carl Christian Dideriksen;C. C. Dideriksen;FALSE;fuldmægtig;0;TRUE;1925;landbrugsministeriet;FALSE
6277;J. Sørensen;J. Sørensen;J. Sørensen;TRUE;kontorchef;1;TRUE;1925;landbrugsministeriet;TRUE
6278;J. C. Preis;J. C. Preis;J. C. Preis;TRUE;departementschef;1;TRUE;1925;landbrugsministeriet;TRUE
6279;Aage Carl August Strubberg,;Aage Carl August Strubberg;A. C. A. Strubberg;FALSE;fuldmægtig;0;TRUE;1925;landbrugsministeriet;FALSE
6280;L. P. Larsen;L. P. Larsen;L. P. Larsen;TRUE;kontorchef;1;TRUE;1925;landbrugsministeriet;TRUE
6281;F. V. Mortensen;F. V. Mortensen;F. V. Mortensen;TRUE;departementschef;2;TRUE;1925;landbrugsministeriet;TRUE
6282;F.C.S. Greve Danneskjold-Samsøe;F. C. S. Greve Danneskjold-Samsøe;F. C. S. G. Danneskjold-Samsøe;FALSE;fuldmægtig;1;TRUE;1925;landbrugsministeriet;TRUE
6283;V. Helsted;V. Helsted;V. Helsted;TRUE;departementschef;1;TRUE;1925;landbrugsministeriet;TRUE
6284;C. W. S. I. Jensen;C. W. S. I. Jensen;C. W. S. I. Jensen;TRUE;fuldmægtig;1;TRUE;1925;landbrugsministeriet;TRUE
6285;P.L.H. Jørqensen;P. L. H. Jørqensen;P. L. H. Jørqensen;TRUE;fuldmægtig;1;TRUE;1925;landbrugsministeriet;TRUE
6286;W.G.D.F.Pichter;W. G. D. F. Pichter;W. G. D. F. Pichter;TRUE;kontorchef;1;TRUE;1925;landbrugsministeriet;TRUE
6287;J. W. Wilcke;J. W. Wilcke;J. W. Wilcke;TRUE;kontorchef;1;TRUE;1925;landbrugsministeriet;TRUE
6288;P. Stahlschmidt;P. Stahlschmidt;P. Stahlschmidt;TRUE;fuldmægtig;0;TRUE;1925;landbrugsministeriet;FALSE
6289;Kay Preben;Kay Preben;K. Preben;FALSE;fuldmægtig;0;TRUE;1925;landbrugsministeriet;FALSE
6290;H. C. O. Gram;H. C. O. Gram;H. C. O. Gram;TRUE;kontorchef;1;TRUE;1925;landbrugsministeriet;TRUE
6291;G. II. Waage;G. II. Waage;G. II. Waage;TRUE;departementschef;1;TRUE;1925;landbrugsministeriet;TRUE
6292;Gzistav Arendrup,;Gzistav Arendrup;G. Arendrup;FALSE;fuldmægtig;0;TRUE;1914;handelsministeriet;FALSE
6293;Jacob Emil Andreas Krogh;Jacob Emil Andreas Krogh;J. E. A. Krogh;FALSE;kontorchef;0;TRUE;1914;handelsministeriet;FALSE
6294;Henrik Bertel Krenchel;Henrik Bertel Krenchel;H. B. Krenchel;FALSE;kontorchef;1;TRUE;1914;handelsministeriet;TRUE
6295;Peder Herschend;Peder Herschend;P. Herschend;FALSE;kontorchef;0;TRUE;1914;handelsministeriet;FALSE
6296;G. Busck-Nielsen;G. Busck-Nielsen;G. Busck-Nielsen;TRUE;departementschef;1;TRUE;1914;handelsministeriet;TRUE
6297;Poul Muus,;Poul Muus;P. Muus;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6298;Karl Anders Hansen,;Karl Anders Hansen;K. A. Hansen;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6299;P. Byyd;P. Byyd;P. Byyd;TRUE;kontorchef;1;TRUE;1936;arbejds_og_socialministeriet;TRUE
6300;Erik Leuning;Erik Leuning;E. Leuning;FALSE;fuldmægtig;1;TRUE;1936;arbejds_og_socialministeriet;TRUE
6301;Hans Egede Glahn,;Hans Egede Glahn;H. E. Glahn;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6302;O. S. D. Fenger;O. S. D. Fenger;O. S. D. Fenger;TRUE;kontorchef;2;TRUE;1936;arbejds_og_socialministeriet;TRUE
6303;Hans Emil Holten;Hans Emil Holten;H. E. Holten;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6304;Hans Bertram Sommer-Andersen;Hans Bertram Sommer-Andersen;H. B. Sommer-Andersen;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6305;Hans Madsen Nikolaus Egedorf,;Hans Madsen Nikolaus Egedorf;H. M. N. Egedorf;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6306;F.D. C. Greve Rentslow;F. D. C. Greve Rentslow;F. D. C. G. Rentslow;TRUE;kontorchef;1;TRUE;1936;arbejds_og_socialministeriet;TRUE
6307;Erik Pers Lassen,;Erik Pers Lassen;E. P. Lassen;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6308;Jens Himmelstrup,;Jens Himmelstrup;J. Himmelstrup;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6309;Axel Guldager Petersen,;Axel Guldager Petersen;A. G. Petersen;FALSE;fuldmægtig;0;TRUE;1936;arbejds_og_socialministeriet;FALSE
6310;Knud Friis Jespersen;Knud Friis Jespersen;K. F. Jespersen;FALSE;fuldmægtig;1;TRUE;1936;arbejds_og_socialministeriet;TRUE
6311;G. Bardenfleth;G. Bardenfleth;G. Bardenfleth;TRUE;kontorchef;1;TRUE;1936;arbejds_og_socialministeriet;TRUE
6312;H. S. de Jonquières;H. S. de Jonquières;H. S. d. Jonquières;TRUE;departementschef;1;TRUE;1936;arbejds_og_socialministeriet;TRUE
6313;K a r l Albert B r e g e n d a h l ,;Karl Albert Bregendahl;K. A. Bregendahl;FALSE;fuldmægtig;0;FALSE;1875;finansministeriet;FALSE
6314;Wigand Andreas Falbe H a n s e n;Wigand Andreas Falbe Hansen;W. A. F. Hansen;FALSE;kontorchef;0;FALSE;1875;finansministeriet;FALSE
6315;Christian Em änuel Frits FritS Reinhardt;Christian Em änuel Frits FritS Reinhardt;C. E. F. F. Reinhardt;FALSE;kontorchef;0;FALSE;1864;justitsministeriet;FALSE
6316;Wilhelm E m il M a th ia s P e t e r s 0 n;Wilhelm Emil Mathias Peters0n;W. E. M. Peters0n;FALSE;kontorchef;0;TRUE;1864;justitsministeriet;FALSE
6317;Theodor L i n d e ,;Theodor Linde;T. Linde;FALSE;fuldmægtig;0;TRUE;1864;justitsministeriet;FALSE
6318;Jo h an Frederik H a n s t e e n;Johan Frederik Hansteen;J. F. Hansteen;FALSE;fuldmægtig;0;TRUE;1864;justitsministeriet;FALSE
6319;Rudolph Theodor O p p e x m a n n;Rudolph Theodor Oppexmann;R. T. Oppexmann;FALSE;kontorchef;0;TRUE;1864;justitsministeriet;FALSE
6320;O . S t e p h e n s e n;O. Stephensen;O. Stephensen;TRUE;departementschef;1;TRUE;1864;justitsministeriet;TRUE
6321;N ie ls M a d s e n;Niels Madsen;N. Madsen;FALSE;fuldmægtig;0;TRUE;1864;justitsministeriet;FALSE
6322;H anö Peter B ä r t h e l s o n ,;Hanö Peter Bärthelson;H. P. Bärthelson;FALSE;kontorchef;0;TRUE;1864;justitsministeriet;FALSE
6323;Carl Ferdinan Høegh-Guldberg,og;Carl Ferdinan Høegh-Guldberg;C. F. Høegh-Guldberg;FALSE;fuldmægtig;0;TRUE;1864;justitsministeriet;FALSE
6324;Herm an Reinholdt Frederik;Herman Reinholdt Frederik;H. R. Frederik;FALSE;fuldmægtig;0;TRUE;1864;justitsministeriet;FALSE
6325;ChristianFrederic R i c a r d ,;Christian Frederic Ricard;C. F. Ricard;FALSE;fuldmægtig;0;TRUE;1864;justitsministeriet;FALSE
6326;Frantz H v a s s ,;Frantz Hvass;F. Hvass;FALSE;kontorchef;0;TRUE;1864;justitsministeriet;FALSE
6327;C. P . G . L e u n i n g;C. P. G. Leuning;C. P. G. Leuning;TRUE;departementschef;2;TRUE;1864;justitsministeriet;TRUE
6328;Jens Peter Bøygelund;Jens Peter Bøygelund;J. P. Bøygelund;FALSE;fuldmægtig;0;FALSE;1859;finansministeriet;FALSE
6329;Alfred Helge Holstein;Alfred Helge Holstein;A. H. Holstein;FALSE;fuldmægtig;0;FALSE;1859;finansministeriet;FALSE
6330;Johannes Wilhelm Wilstrup;Johannes Wilhelm Wilstrup;J. W. Wilstrup;FALSE;fuldmægtig;0;FALSE;1859;finansministeriet;FALSE
6331;Holger Christian Wilhelm Piper;Holger Christian Wilhelm Piper;H. C. W. Piper;FALSE;kontorchef;0;FALSE;1859;finansministeriet;FALSE
6332;Frederik Andreas Stampe;Frederik Andreas Stampe;F. A. Stampe;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6333;Frank Christian Niels Bulow;Frank Christian Niels Bulow;F. C. N. Bulow;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6334;Falck Frederik Carl Heilbuth;Falck Frederik Carl Heilbuth;F. F. C. Heilbuth;FALSE;fuldmægtig;0;FALSE;1859;finansministeriet;FALSE
6335;Theodor Bruun;Theodor Bruun;T. Bruun;FALSE;fuldmægtig;0;FALSE;1859;finansministeriet;FALSE
6336;Frederik Alexander Gotlieb Klee;Frederik Alexander Gotlieb Klee;F. A. G. Klee;FALSE;kontorchef;0;FALSE;1859;finansministeriet;FALSE
6337;G. H. Monrad;G. H. Monrad;G. H. Monrad;TRUE;departementschef;2;FALSE;1859;finansministeriet;TRUE
6338;Andreas Wolstrup;Andreas Wolstrup;A. Wolstrup;FALSE;fuldmægtig;0;FALSE;1859;finansministeriet;FALSE
6339;Frederik Christian Grove;Frederik Christian Grove;F. C. Grove;FALSE;kontorchef;0;FALSE;1859;finansministeriet;FALSE
6340;Herman Jørgen Bohn;Herman Jørgen Bohn;H. J. Bohn;FALSE;fuldmægtig;0;FALSE;1859;finansministeriet;FALSE
6341;Just Peter le Sage de Fontenay;Just Peter le Sage de Fontenay;J. P. l. S. d. Fontenay;FALSE;kontorchef;0;FALSE;1859;finansministeriet;FALSE
6342;S. H. A. Wedel;S. H. A. Wedel;S. H. A. Wedel;TRUE;departementschef;1;FALSE;1859;finansministeriet;TRUE
6343;Johannes Nagel;Johannes Nagel;J. Nagel;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6344;Thomas Julius Svanekjær;Thomas Julius Svanekjær;T. J. Svanekjær;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6345;Peter Alto Olesen;Peter Alto Olesen;P. A. Olesen;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6346;E. T. J. Schiern;E. T. J. Schiern;E. T. J. Schiern;TRUE;kontorchef;2;TRUE;1859;finansministeriet;TRUE
6347;Rasmus Frederik Andersen;Rasmus Frederik Andersen;R. F. Andersen;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6348;G. J. Martensen;G. J. Martensen;G. J. Martensen;TRUE;kontorchef;2;TRUE;1859;finansministeriet;TRUE
6349;Andreas Thorvald Aarsleff;Andreas Thorvald Aarsleff;A. T. Aarsleff;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6350;Johan Peter Møller;Johan Peter Møller;J. P. Møller;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6351;Andr. Peter Christensen;Andr. Peter Christensen;A. P. Christensen;TRUE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6352;Hans Hellesen;Hans Hellesen;H. Hellesen;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6353;Andreas Anton Westergaard;Andreas Anton Westergaard;A. A. Westergaard;FALSE;kontorchef;0;TRUE;1859;finansministeriet;FALSE
6354;J. T. Schovelin;J. T. Schovelin;J. T. Schovelin;TRUE;departementschef;1;TRUE;1859;finansministeriet;TRUE
6355;Knud Nicolai Knudsen;Knud Nicolai Knudsen;K. N. Knudsen;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6356;F. F. F. v. Wimpfen;F. F. F. v. Wimpfen;F. F. F. v. Wimpfen;TRUE;kontorchef;1;TRUE;1859;finansministeriet;TRUE
6357;Johannes Sylvester Lutfen;Johannes Sylvester Lutfen;J. S. Lutfen;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6358;Julius Scnitter;Julius Scnitter;J. Scnitter;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6359;Johan Mathias Schmidt;Johan Mathias Schmidt;J. M. Schmidt;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6360;C. G. Korn;C. G. Korn;C. G. Korn;TRUE;kontorchef;1;TRUE;1859;finansministeriet;TRUE
6361;Hugo Carl Wilhelm Ferdinand Johan Krogh Kjerulff;Hugo Carl Wilhelm Ferdinand Johan Krogh Kjerulff;H. C. W. F. J. K. Kjerulff;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6362;Otto Georg Wilhelm Muller;Otto Georg Wilhelm Muller;O. G. W. Muller;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6363;Frederik Wilhelm Thiele;Frederik Wilhelm Thiele;F. W. Thiele;FALSE;kontorchef;0;TRUE;1859;finansministeriet;FALSE
6364;W. F. Johnsen;W. F. Johnsen;W. F. Johnsen;TRUE;departementschef;1;TRUE;1859;finansministeriet;TRUE
6365;Carl Frederik Hansen;Carl Frederik Hansen;C. F. Hansen;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6366;Jacob Christian Hald;Jacob Christian Hald;J. C. Hald;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6367;A. H. Dorph;A. H. Dorph;A. H. Dorph;TRUE;kontorchef;1;TRUE;1859;finansministeriet;TRUE
6368;E. Collin;E. Collin;E. Collin;TRUE;departementschef;2;TRUE;1859;finansministeriet;TRUE
6369;Carl Wilhelm Christian Rosendahl;Carl Wilhelm Christian Rosendahl;C. W. C. Rosendahl;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6370;Emil Christian Andreas Lange;Emil Christian Andreas Lange;E. C. A. Lange;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6371;Christian Alexander Caroc;Christian Alexander Caroc;C. A. Caroc;FALSE;kontorchef;0;TRUE;1859;finansministeriet;FALSE
6372;Christian Thedor Sager;Christian Thedor Sager;C. T. Sager;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6373;A. F. Molte;A. F. Molte;A. F. Molte;TRUE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6374;Martin Levy;Martin Levy;M. Levy;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6375;Ingver Andresen;Ingver Andresen;I. Andresen;FALSE;fuldmægtig;0;TRUE;1859;finansministeriet;FALSE
6376;F. E. Rasmus;F. E. Rasmus;F. E. Rasmus;TRUE;kontorchef;2;TRUE;1859;finansministeriet;TRUE
6377;C. F. Holm;C. F. Holm;C. F. Holm;TRUE;departementschef;1;TRUE;1859;finansministeriet;TRUE
6378;V . E . M . P e t e r s o n;V. E. M. Peterson;V. E. M. Peterson;TRUE;kontorchef;1;TRUE;1880;justitsministeriet;TRUE
6379;Torkild Peter L u n d;Torkild Peter Lund;T. P. Lund;FALSE;fuldmægtig;0;TRUE;1880;justitsministeriet;FALSE
6380;O . A l g r e e n - U s s i n g;O. Algreen-Ussing;O. Algreen-Ussing;TRUE;kontorchef;1;TRUE;1880;justitsministeriet;TRUE
6381;O . S t e p h e n s e n;O. Stephensen;O. Stephensen;TRUE;departementschef;1;TRUE;1880;justitsministeriet;TRUE
6382;F in n Adolph Peter F r y d e n s b e r g;Finn Adolph Peter Frydensberg;F. A. P. Frydensberg;FALSE;fuldmægtig;0;TRUE;1880;justitsministeriet;FALSE
6383;A re l Peter G r ü n e r;Arel Peter Grüner;A. P. Grüner;FALSE;fuldmægtig;0;TRUE;1880;justitsministeriet;FALSE
6384;M a riu s N ico la i Frederik T r o l l e;Marius Nicolai Frederik Trolle;M. N. F. Trolle;FALSE;kontorchef;0;TRUE;1880;justitsministeriet;FALSE
6385;C . F . R i c a r d;C. F. Ricard;C. F. Ricard;TRUE;departementschef;2;TRUE;1880;justitsministeriet;TRUE
6386;Vilhelm Lauritz Boas;Vilhelm Lauritz Boas;V. L. Boas;FALSE;fuldmægtig;0;TRUE;1936;justitsministeriet;FALSE
6387;Svend Lund-Andersen;Svend Lund-Andersen;S. Lund-Andersen;FALSE;fuldmægtig;0;TRUE;1936;justitsministeriet;FALSE
6388;AageJohs.Krarup,;Aage Johs. Krarup;A. J. Krarup;TRUE;fuldmægtig;0;TRUE;1936;justitsministeriet;FALSE
6389;E. S. B. Colov;E. S. B. Colov;E. S. B. Colov;TRUE;kontorchef;1;TRUE;1936;justitsministeriet;TRUE
6390;Gîinhard Anton Janus Langermann Nielsen;Gîinhard Anton Janus Langermann Nielsen;G. A. J. L. Nielsen;FALSE;fuldmægtig;0;TRUE;1936;justitsministeriet;FALSE
6391;Carl Aage Hilbert;Carl Aage Hilbert;C. A. Hilbert;FALSE;fuldmægtig;0;TRUE;1936;justitsministeriet;FALSE
6392;Helge William Jacob;Helge William Jacob;H. W. Jacob;FALSE;fuldmægtig;0;TRUE;1936;justitsministeriet;FALSE
6393;Robert Anders Hove;Robert Anders Hove;R. A. Hove;FALSE;kontorchef;0;TRUE;1936;justitsministeriet;FALSE
6394;Christen Christensen Dybdal;Christen Christensen Dybdal;C. C. Dybdal;FALSE;fuldmægtig;1;TRUE;1936;justitsministeriet;TRUE
6395;Jens Christian Andersen Herfelt;Jens Christian Andersen Herfelt;J. C. A. Herfelt;FALSE;fuldmægtig;0;TRUE;1936;justitsministeriet;FALSE
6396;Hugo Godicin Berning;Hugo Godicin Berning;H. G. Berning;FALSE;fuldmægtig;1;TRUE;1936;justitsministeriet;TRUE
6397;O.E.F.B.Bilfeld;O. E. F. B. Bilfeld;O. E. F. B. Bilfeld;TRUE;kontorchef;1;TRUE;1936;justitsministeriet;TRUE
6398;A. Svendsen;A. Svendsen;A. Svendsen;TRUE;departementschef;2;TRUE;1936;justitsministeriet;TRUE
6399;D.E . M . P e te r s o;D. E. M. Peterson;D. E. M. Peterson;TRUE;kontorchef;1;TRUE;1879;justitsministeriet;TRUE
6400;T h o rkil Peter L u n d;Thorkil Peter Lund;T. P. Lund;FALSE;fuldmægtig;0;TRUE;1879;justitsministeriet;FALSE
6401;O . A l g r e e n - U s s in g;O. Algreen-Ussing;O. Algreen-Ussing;TRUE;kontorchef;1;TRUE;1879;justitsministeriet;TRUE
6402;O. S te p h e n s e n;O. S. Stephensen;O. S. Stephensen;TRUE;departementschef;1;TRUE;1879;justitsministeriet;TRUE
6403;A re l P - te r ^ G r ü n e r;Arel P.-ter Grüner;A. P. Grüner;FALSE;fuldmægtig;0;TRUE;1879;justitsministeriet;FALSE
6404;M a riu s N ic o la i Frederik T r o l l e;Marius Nicolai Frederik Trolle;M. N. F. Trolle;FALSE;kontorchef;0;TRUE;1879;justitsministeriet;FALSE
6405;C. F . R i c a r d;C. F. Ricard;C. F. Ricard;TRUE;departementschef;2;TRUE;1879;justitsministeriet;TRUE
6406;Kai Glahn;Kai Glahn;K. Glahn;FALSE;fuldmægtig;0;TRUE;1912;kultusministeriet;FALSE
6407;S. J. T. F. Holm;S. J. T. F. Holm;S. J. T. F. Holm;TRUE;fuldmægtig;1;TRUE;1912;kultusministeriet;TRUE
6408;F. J. Dahl ;F. J. Dahl;F. J. Dahl;TRUE;kontorchef;1;TRUE;1912;kultusministeriet;TRUE
6409;Carl Henrik Sthy;Carl Henrik Sthy;C. H. Sthy;FALSE;fuldmægtig;0;TRUE;1912;kultusministeriet;FALSE
6410;Christian Fred. Anton Hastrup Graae;Christian Fred. Anton Hastrup Graae;C. F. A. H. Graae;FALSE;fuldmægtig;0;TRUE;1912;kultusministeriet;FALSE
6411;Henrik Julius Lehmann;Henrik Julius Lehmann;H. J. Lehmann;FALSE;fuldmægtig;0;TRUE;1912;kultusministeriet;FALSE
6412;V. Aagesen;V. Aagesen;V. Aagesen;TRUE;kontorchef;1;TRUE;1912;kultusministeriet;TRUE
6413;A. F. Asmussen;A. F. Asmussen;A. F. Asmussen;TRUE;departementschef;1;TRUE;1912;kultusministeriet;TRUE
6414;Valdemar Kragh Holbøll,;Valdemar Kragh Holbøll;V. K. Holbøll;FALSE;fuldmægtig;0;TRUE;1912;kultusministeriet;FALSE
6415;Aage Jensen Rudbeck;Aage Jensen Rudbeck;A. J. Rudbeck;FALSE;fuldmægtig;0;TRUE;1912;kultusministeriet;FALSE
6416;H. Ploug;H. Ploug;H. Ploug;TRUE;kontorchef;1;TRUE;1912;kultusministeriet;TRUE
6417;0. Damkier;O. Damkier;O. Damkier;TRUE;departementschef;1;TRUE;1912;kultusministeriet;TRUE
6418;Adolph Ludvig Otto Jensen;Adolph Ludvig Otto Jensen;A. L. O. Jensen;FALSE;fuldmægtig;0;FALSE;1901;finansministeriet;FALSE
6419;Oluf Magnus Michael Farsøe,;Oluf Magnus Michael Farsøe;O. M. M. Farsøe;FALSE;fuldmægtig;0;FALSE;1901;finansministeriet;FALSE
6420;Andreas Michael Koefoed;Andreas Michael Koefoed;A. M. Koefoed;FALSE;fuldmægtig;0;FALSE;1901;finansministeriet;FALSE
6421;Frederik Beck;Frederik Beck;F. Beck;FALSE;fuldmægtig;0;FALSE;1901;finansministeriet;FALSE
6422;H F. Lund ;H. F. Lund;H. F. Lund;TRUE;kontorchef;1;FALSE;1901;finansministeriet;TRUE
6423;Axel Nikolaj Holck,;Axel Nikolaj Holck;A. N. Holck;FALSE;kontorchef;0;FALSE;1901;finansministeriet;FALSE
6424;M. Bubin;M. Bubin;M. Bubin;TRUE;departementschef;1;FALSE;1901;finansministeriet;TRUE
6425;Peter Karl Winther;Peter Karl Winther;P. K. Winther;FALSE;fuldmægtig;0;TRUE;1930;indenrigsministeriet;FALSE
6426;Ulrik Christian Friis;Ulrik Christian Friis;U. C. Friis;FALSE;fuldmægtig;0;TRUE;1930;indenrigsministeriet;FALSE
6427;P. Ryad;P. Ryad;P. Ryad;TRUE;fuldmægtig;1;TRUE;1930;indenrigsministeriet;TRUE
6428;P. C. Stemann;P. C. Stemann;P. C. Stemann;TRUE;kontorchef;1;TRUE;1930;indenrigsministeriet;TRUE
6429;Frederik Ditlev Carl Greve Rcventlow;Frederik Ditlev Carl Greve Reventlow;F. D. C. G. Reventlow;FALSE;fuldmægtig;0;TRUE;1930;indenrigsministeriet;FALSE
6430;Aage Finsen;Aage Finsen;A. Finsen;FALSE;fuldmægtig;0;TRUE;1930;indenrigsministeriet;FALSE
6431;K. Ulrich ;K. Ulrich;K. Ulrich;TRUE;kontorchef;1;TRUE;1930;indenrigsministeriet;TRUE
6432;F. C. Marten sen-Larsen;F. C. Martensen-Larsen;F. C. Martensen-Larsen;TRUE;departementschef;1;TRUE;1930;indenrigsministeriet;TRUE
6433;Knud Torben Oksen,;Knud Torben Oksen;K. T. Oksen;FALSE;fuldmægtig;0;TRUE;1924;kultusministeriet;FALSE
6434;Vagn Ingerslev,;Vagn Ingerslev;V. Ingerslev;FALSE;fuldmægtig;0;TRUE;1924;kultusministeriet;FALSE
6435;C. A. Møller;C. A. Møller;C. A. Møller;TRUE;fuldmægtig;1;TRUE;1924;kultusministeriet;TRUE
6436;A. L T. Barfod;A. L. T. Barfod;A. L. T. Barfod;TRUE;kontorchef;1;TRUE;1924;kultusministeriet;TRUE
6437;K Glahn;K. Glahn;K. Glahn;TRUE;departementschef;1;TRUE;1924;kultusministeriet;TRUE
6438;O. S. D. Fenger;O. S. D. Fenger;O. S. D. Fenger;TRUE;fuldmægtig;1;TRUE;1924;kultusministeriet;TRUE
6439;E. Koch;E. Koch;E. Koch;TRUE;kontorchef;1;TRUE;1924;kultusministeriet;TRUE
6440;Kai Paludan-Muller;Kai Paludan-Muller;K. Paludan-Muller;FALSE;fuldmægtig;0;TRUE;1924;kultusministeriet;FALSE
6441;Cai Ditlev Hegermann-Lindencrone;Cai Ditlev Hegermann-Lindencrone;C. D. Hegermann-Lindencrone;FALSE;fuldmægtig;2;TRUE;1924;kultusministeriet;TRUE
6442;C. F. A. H. Graae;C. F. A. H. Graae;C. F. A. H. Graae;TRUE;kontorchef;1;TRUE;1924;kultusministeriet;TRUE
6443;V Aagesen;V. Aagesen;V. Aagesen;TRUE;departementschef;1;TRUE;1924;kultusministeriet;TRUE
6444;Charles Huchwald;Charles Huchwald;C. Huchwald;FALSE;fuldmægtig;0;TRUE;1921;ministeriet_for_offentlig_arbejde;FALSE
6445;althazar Krarup Øllgaard;Balthazar Krarup Øllgaard;B. K. Øllgaard;FALSE;fuldmægtig;0;TRUE;1921;ministeriet_for_offentlig_arbejde;FALSE
6446;Frants Harald Vilh. Bentsen;Frants Harald Vilh. Bentsen;F. H. V. Bentsen;FALSE;fuldmægtig;1;TRUE;1921;ministeriet_for_offentlig_arbejde;TRUE
6447;T. F. Krarup;T. F. Krarup;T. F. Krarup;TRUE;kontorchef;1;TRUE;1921;ministeriet_for_offentlig_arbejde;TRUE
6448;Knud Gregersen;Knud Gregersen;K. Gregersen;FALSE;fuldmægtig;1;TRUE;1921;ministeriet_for_offentlig_arbejde;TRUE
6449;P.A. H Colding;P. A. H. Colding;P. A. H. Colding;TRUE;kontorchef;1;TRUE;1921;ministeriet_for_offentlig_arbejde;TRUE
6450;F. T. M.M.Nordlien;F. T. M. M. Nordlien;F. T. M. M. Nordlien;TRUE;departementschef;2;TRUE;1921;ministeriet_for_offentlig_arbejde;TRUE
6451;Andreas Peter Seidelin,;Andreas Peter Seidelin;A. P. Seidelin;FALSE;fuldmægtig;0;TRUE;1906;kultusministeriet;FALSE
6452;F. J. Gr. W.Stemann;F. J. Gr. W. Stemann;F. J. G. W. Stemann;TRUE;kontorchef;1;TRUE;1906;kultusministeriet;TRUE
6453;Karl Adolf Goos;Karl Adolf Goos;K. A. Goos;FALSE;fuldmægtig;0;TRUE;1906;kultusministeriet;FALSE
6454;Viggo Aagesen,;Viggo Aagesen;V. Aagesen;FALSE;fuldmægtig;0;TRUE;1906;kultusministeriet;FALSE
6455;A. P. Weis;A. P. Weis;A. P. Weis;TRUE;kontorchef;1;TRUE;1906;kultusministeriet;TRUE
6456;A. F. Asmussen;A. F. Asmussen;A. F. Asmussen;TRUE;departementschef;1;TRUE;1906;kultusministeriet;TRUE
6457;Aage Jensen Rudbeck,;Aage Jensen Rudbeck;A. J. Rudbeck;FALSE;fuldmægtig;0;TRUE;1906;kultusministeriet;FALSE
6458;Hother Ploug;Hother Ploug;H. Ploug;FALSE;fuldmægtig;0;TRUE;1906;kultusministeriet;FALSE
6459;O. Damkier;O. Damkier;O. Damkier;TRUE;kontorchef;1;TRUE;1906;kultusministeriet;TRUE
6460;C. C. Holm;C. C. Holm;C. C. Holm;TRUE;departementschef;1;TRUE;1906;kultusministeriet;TRUE
6461;Ole Berg;Ole Berg;O. Berg;FALSE;fuldmægtig;0;FALSE;1930;søfart_fiskeri;FALSE
6462;A. P. Olsen;A. P. Olsen;A. P. Olsen;TRUE;kontorchef;1;FALSE;1930;søfart_fiskeri;TRUE
6463;J. Daugaard-Jensen;J. Daugaard-Jensen;J. Daugaard-Jensen;TRUE;departementschef;2;FALSE;1930;søfart_fiskeri;TRUE
6464;Aage Carl August Strubberg,;Aage Carl August Strubberg;A. C. A. Strubberg;FALSE;fuldmægtig;0;FALSE;1930;søfart_fiskeri;FALSE
6465;F. V. Mortensen;F. V. Mortensen;F. V. Mortensen;TRUE;departementschef;2;FALSE;1930;søfart_fiskeri;TRUE
6466;P. Villadsen,;P. Villadsen;P. Villadsen;TRUE;fuldmægtig;0;TRUE;1930;søfart_fiskeri;FALSE
